ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
70552317757374464|17087856|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"#debate Passos enfrenta Louçã esta terça-feira. Como se irá sair? Siga aqui, ao minuto http://www.tvi24.iol.pt/aominuto/50"|"#debate passos enfrenta louçã esta terça-feira. como se irá sair? siga aqui, ao minuto http://www.tvi24.iol.pt/aominuto/50"
70549245211582464|21648020|"flouca"|"louçã"|-1|"Targets: louçã; sentiTokens:media(0) assimétrica(-1) ; score:-1;"|"Conforme os dias, até Louçã já cita o FT  RT @agrandealface: #confRicardoCosta há uma influência assimétrica dos media estrangeiros em PT"|"conforme os dias, até louçã já cita o ft  rt @agrandealface: #confricardocosta há uma influência assimétrica dos media estrangeiros em pt"
70517411442462720|152957952|"flouca"|"francisco louçã"|0|"Targets: passos coelho,francisco louçã; sentiTokens:; score:0;"|"Logo temos debate:: Logo Passos Coelho e Francisco Louçã vão debater na TVI e o Albergue marca presença no tvi24... http://bit.ly/kjYEDM"|"logo temos debate:: logo passos_coelho e francisco_louçã vão debater na tvi e o albergue marca presença no tvi24... http://bit.ly/kjyedm"
70505187109908480|186020254|"flouca"|"francisco louçã"|0|"Targets: pedro passos coelho,francisco louçã; sentiTokens:; score:0;"|"Hose às 20h45m, na TVI, debate entre Pedro Passos Coelho e Francisco Louçã"|"hose às 20h45m, na tvi, debate entre pedro_passos_coelho e francisco_louçã"
70504704563621888|295802179|"flouca"|"francisco louçã"|-1|"Targets: francisco louçã;Heavy Punctuation: ???? "|"passos colho???? RT @PSDBraga Hose às 20h45m, na TVI, debate entre Pedro Passos Colho e Francisco Louçã"|"passos colho???? rt @psdbraga hose às 20h45m, na tvi, debate entre pedro passos colho e francisco_louçã"
70497009391501312|14333754|"flouca"|"francisco louçã"|0|"Targets: francisco louçã,passos coelho; sentiTokens:; score:0;"|"Hoje, Francisco Louçã e Passos Coelho (debate)  TVI, 20h45."|"hoje, francisco_louçã e passos_coelho (debate)  tvi, 20h45."
70470882983809024|19674652|"flouca"|"francisco louçã"|0|"Targets: pedro passos coelho,francisco louçã; sentiTokens:directo(0) ; score:0;"|"Hoje acompanha em directo o debate televisivo entre Pedro Passos Coelho e Francisco Louçã, na TVI, às 20h45m.  A... http://fb.me/zz4kjIMd"|"hoje acompanha em directo o debate televisivo entre pedro_passos_coelho e francisco_louçã, na tvi, às 20h45m.  a... http://fb.me/zz4kjimd"
70451430980456448|245154246|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:queda(0) ; score:0;"|"[ULTIMAS] Louçã não receia queda nas sondagens e está pronto para a luta http://bit.ly/jjF2AY"|"[ultimas] louçã não receia queda nas sondagens e está pronto para a luta http://bit.ly/jjf2ay"
70449241633464320|44609080|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:conversa(0) ; score:0;"|"Sócrates - Louçã: Microfone capta conversa sobre TVI http://t.co/TxfAkQW via @youtube via @jcvromao"|"sócrates - louçã: microfone capta conversa sobre tvi http://t.co/txfakqw via @youtube via @jcvromao"
70420129145569280|49195175|"flouca"|"francisco louçã"|-1|"Targets: francisco louçã; sentiTokens:demagogia(-1) ; score:-1;"|"A ouvir Francisco Louçã na @TSFRadio em modo de demagogia activa. É uma pena não poder telefonar para o fórum."|"a ouvir francisco_louçã na @tsfradio em modo de demagogia activa. é uma pena não poder telefonar para o fórum."
70419290062471168|53668717|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:; score:0;"|"RT @bloco: Francisco Louçã responde agora no Forum da TSF."|"rt @bloco: francisco_louçã responde agora no forum da tsf."
70413938436734976|71650592|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:media(0) ; score:0;"|"[DN]: Louçã tem dia com agenda só para os Media: Depois de um périplo pelos distritos mais a Norte que terminou ... http://bit.ly/jd38Hx"|"[dn]: louçã tem dia com agenda só para os media: depois de um périplo pelos distritos mais a norte que terminou ... http://bit.ly/jd38hx"
70405601494171648|211547050|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:novo(0) ; score:0;"|"(Antena 1)  Louçã acredita que BES pode vir a tornar-se no novo BPN http://dlvr.it/Rz5yK"|"(antena 1)  louçã acredita que bes pode vir a tornar-se no novo bpn http://dlvr.it/rz5yk"
