ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
66933001262600192|17610324|"flouca"|"louçã"|0|"Targets: portas,louçã; sentiTokens:socialistas(0) ; score:0;"|"RT @joaomiranda: Os socialistas começam a gostar mais do Portas que do Louçã"|"rt @joaomiranda: os socialistas começam a gostar mais do portas que do louçã"
66930014897192960|32965485|"flouca"|"louçã"|-1|"Targets: louçã,sócrates,socrates; sentiTokens:louca(-1) ; score:-1;"|"JA: Louçã acusa Sócrates de "fugir ao país" http://www.jornaldoalgarve.pt/2011/05/louca-acusa-socrates-de-fugir-ao-pais/"|"ja: louçã acusa sócrates de "fugir ao país" http://www.jornaldoalgarve.pt/2011/05/louca-acusa-socrates-de-fugir-ao-pais/"
66900362115817472|211547050|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"(Antena 1)  Oposição interna a Louçã defende aliança com PCP http://dlvr.it/QyMsW"|"(antena 1)  oposição interna a louçã defende aliança com pcp http://dlvr.it/qymsw"
66896020642078720|194275195|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"RT @Dputamadre: @joaomiranda O @passoscoelho gosta mais do Louçã agora? ... ai ai o que disto sair já nem vai surpreender a gente. Só nó ..."|"rt @dputamadre: @joaomiranda o @passoscoelho gosta mais do louçã agora? ... ai ai o que disto sair já nem vai surpreender a gente. só nó ..."
66884440609144832|140091998|"flouca"|"louçã"|0|"Targets: louçã,sócrates; sentiTokens:; score:0;"|"RT @the_geeek: Louçã: Sócrates fez “a maior viragem à direita” da história do PS http://tinyurl.com/4y7jdc2"|"rt @the_geeek: louçã: sócrates fez “a maior viragem à direita” da história do ps http://tinyurl.com/4y7jdc2"
66876709873516545|19083439|"flouca"|"louçã"|0|"Targets: portas,louçã; sentiTokens:socialistas(0) ; score:0;"|"Os socialistas começam a gostar mais do Portas que do Louçã"|"os socialistas começam a gostar mais do portas que do louçã"
66876485016887296|30078112|"flouca"|"louçã"|-1|"Targets: louçã; sentiTokens:desgastado(-1) ; score:-1;"|"+ tabaco e menos... RT @nuvensdefumo o desgastado louçã ataca o ps a dizer que é um partido de direita, os 5% começam a destruir neurónios"|"+ tabaco e menos... rt @nuvensdefumo o desgastado louçã ataca o ps a dizer que é um partido de direita, os 5% começam a destruir neurónios"
66870142688174081|114493701|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"'Aliança' entre construtoras e banca destruiu economia portuguesa, defende Louçã http://bit.ly/kT5dQb"|"'aliança' entre construtoras e banca destruiu economia portuguesa, defende louçã http://bit.ly/kt5dqb"
66866201434923008|14284888|"flouca"|"louçã"|1|"Targets: louçã; sentiTokens:verdade(1) ; score:1;"|"#apombalivre: 'Aliança' entre construtoras e banca destruiu economia portuguesa, defende Louçã. É verdade.E esses estão todos à direita."|"#apombalivre: 'aliança' entre construtoras e banca destruiu economia portuguesa, defende louçã. é verdade.e esses estão todos à direita."
66866125669007362|52053647|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:insuficiente(-1) positivo(1) crítica(0) ; score:0;"|"#sapo Discurso do Louçã foi «positivo» mas insuficiente, diz Gil Garcia: esta voz crítica do… http://goo.gl/fb/qVLou"|"#sapo discurso do louçã foi «positivo» mas insuficiente, diz gil garcia: esta voz crítica do… http://goo.gl/fb/qvlou"
