ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
69452853894320128|19391470|"flouca"|"louçã"|-1|"Targets: josé sócrates,louçã; sentiTokens:vazios(-1) vazia(-1) ; score:-2;"|"De bolsos vazios - O quase-engenheiro José Sócrates repetiu o número da pasta vazia no debate com Louçã. Depois da http://ow.ly/1cFfOg"|"de bolsos vazios - o quase-engenheiro josé_sócrates repetiu o número da pasta vazia no debate com louçã. depois da http://ow.ly/1cffog"
69421686000336896|21509510|"flouca"|"louçã"|-1|"Targets: louçã;Smiley: Ã ;) "|"Um pentelho para o iPad do Franciso Louçã ;) http://fb.me/ZRbwiMwD"|"um pentelho para o ipad do franciso louçã ;) http://fb.me/zrbwimwd"
69414126677528576|62124534|"flouca"|"francisco louçã"|0|"Targets: francisco louçã,passos coelho,paulo portas; sentiTokens:; score:0;"|"[Destak] Francisco Louçã acusa Passos Coelho e Paulo Portas de dividirem o país "como se fosse uma pizza":  http://bit.ly/iOzDpb"|"[destak] francisco_louçã acusa passos_coelho e paulo_portas de dividirem o país "como se fosse uma pizza":  http://bit.ly/iozdpb"
69413362638921728|20781852|"flouca"|"francisco louçã"|0|"Targets: francisco louçã,passos coelho,paulo portas; sentiTokens:; score:0;"|"Eleições: Francisco Louçã acusa Passos Coelho e Paulo Portas de dividirem o país &#34;como se fosse uma pizza&#34; http://dstk.me/Olx"|"eleições: francisco_louçã acusa passos_coelho e paulo_portas de dividirem o país &#34;como se fosse uma pizza&#34; http://dstk.me/olx"
69380342561255424|19604745|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:publico(0) melhor(0) ; score:0;"|"Eu não diria melhor! “@Publico: Francisco Louçã acusa Passos e Portas de dividirem o país "como se fosse uma pizza"” http://t.co/PQD5Kgl"|"eu não diria melhor! “@publico: francisco_louçã acusa passos e portas de dividirem o país "como se fosse uma pizza"” http://t.co/pqd5kgl"
69342483221446656|13820922|"flouca"|"louçã"|1|"Targets: louçã; sentiTokens:brilhantes(1) ; score:1;"|""Louçã: "Devemos renegociar a dívida, já!"" - ah! estas mentes brilhantes! vamos já dizer a todos que não vamos pagar, vamos?"|""louçã: "devemos renegociar a dívida, já!"" - ah! estas mentes brilhantes! vamos já dizer a todos que não vamos pagar, vamos?"
69339892722843649|20627896|"flouca"|"louçã"|-1|"Targets: louçã; sentiTokens:negativa(-1) ; score:-1;"|"A visão muito negativa que Louçã transmite sobre Os Verdes na Alemanha, reforça a irrelevância do BE. Nunca farão parte do governo. É pena"|"a visão muito negativa que louçã transmite sobre os verdes na alemanha, reforça a irrelevância do be. nunca farão parte do governo. é pena"
69312335730311168|185350414|"flouca"|"louçã"|-1|"Targets: louçã; sentiTokens:falsas(-1) ignorância(-1) ; score:-2;"|"Francisco Louçã faz declarações falsas seguindo a ignorância revelada pelos partidos de oposição na Região http://p.ost.im/p/vDhF7"|"francisco louçã faz declarações falsas seguindo a ignorância revelada pelos partidos de oposição na região http://p.ost.im/p/vdhf7"
69234963148578817|42011097|"flouca"|"francisco louçã"|0|"Targets: francisco louçã,passos coelho,paulo portas; sentiTokens:; score:0;"|"[Publico]  Francisco Louçã acusa Passos Coelho e Paulo Portas de dividirem o país "como se… http://goo.gl/fb/9CYJw"|"[publico]  francisco_louçã acusa passos_coelho e paulo_portas de dividirem o país "como se… http://goo.gl/fb/9cyjw"
69220913513635840|88229942|"flouca"|"louçã"|0|"Targets: louçã,passos coelho,paulo portas; sentiTokens:líder(0) ; score:0;"|"Francisco Louçã acusa Passos Coelho e Paulo Portas de dividirem o país "como se fosse uma pizza": O líder do Blo... http://bit.ly/iJSgdB"|"francisco louçã acusa passos_coelho e paulo_portas de dividirem o país "como se fosse uma pizza": o líder do blo... http://bit.ly/ijsgdb"
69217205874720768|57710023|"flouca"|"francisco louçã"|0|"Targets: francisco louçã,passos coelho,paulo portas; sentiTokens:; score:0;"|"Portugal - Francisco Louçã acusa Passos Coelho e Paulo Portas de dividirem o país "como se fosse uma ...: O líde... http://bit.ly/jxjxSV"|"portugal - francisco_louçã acusa passos_coelho e paulo_portas de dividirem o país "como se fosse uma ...: o líde... http://bit.ly/jxjxsv"
69217200074006528|92309927|"flouca"|"louçã"|0|"Targets: louçã,passos coelho,paulo portas; sentiTokens:; score:0;"|"Francisco Louçã acusa Passos Coelho e Paulo Portas de dividirem o país "como se fosse uma ...: O líder do Bloco ... http://bit.ly/k1pCfa"|"francisco louçã acusa passos_coelho e paulo_portas de dividirem o país "como se fosse uma ...: o líder_do_bloco ... http://bit.ly/k1pcfa"
69213414567837697|113681243|"flouca"|"louçã"|0|"Targets: louçã,passos coelho,paulo portas; sentiTokens:publico(0) ; score:0;"|"Francisco Louçã acusa Passos Coelho e Paulo Portas de dividirem o país "como se fosse uma pizza" http://publico.pt/1494100"|"francisco louçã acusa passos_coelho e paulo_portas de dividirem o país "como se fosse uma pizza" http://publico.pt/1494100"
69213410411298816|2561091|"flouca"|"louçã"|0|"Targets: louçã,passos coelho,paulo portas; sentiTokens:publico(0) ; score:0;"|"Francisco Louçã acusa Passos Coelho e Paulo Portas de dividirem o país "como se fosse uma pizza" http://publico.pt/1494100"|"francisco louçã acusa passos_coelho e paulo_portas de dividirem o país "como se fosse uma pizza" http://publico.pt/1494100"
