ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
"209002261655986000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"Qual era mesmo aquela #hastag dos espanhóis para o Coentrão?"|"Qual era mesmo aquela #hastag dos espanhóis para o Coentrão?"
"209002273542647000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"Não se esqueçam que nesta m*rda de defesa está o vosso amor Coentrão"|"Não se esqueçam que nesta m*rda de defesa está o vosso amor Coentrão"
"209013627624239000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;Positive Interjection:  vai ;Negative Interjection:  oh ;"|"RT @katyfromhell: Oh @filipaclaro vai socorrer o teu Coentrão! :o"|"RT @katyfromhell: Oh @filipaclaro vai socorrer o teu Coentrão! :o"
"209013166011711000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"turquia, joss, stone e coentrão é tendência em Portugal http://t.co/1KttZoBt"|"turquia, joss, stone e coentrão é tendência em Portugal http://t.co/1KttZoBt"
"209025935918370000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"RT @jorgetavaresONE: O trabalho de equipa está a subir. O Coentrão desta vez já girou a ganza pelos seus restantes companheiros ! #teamwork"|"RT @jorgetavaresONE: O trabalho de equipa está a subir. O Coentrão desta vez já girou a ganza pelos seus restantes companheiros ! #teamwork"
"209002393130635000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"Qual era mesmo aquela #hashtag dos espanhóis para o Coentrão?"|"Qual era mesmo aquela #hashtag dos espanhóis para o Coentrão?"
"209002714720518000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"#silocomparasconcoentrao RT @ValeriePT: Qual era mesmo aquela #hastag dos espanhóis para o Coentrão?"|"#silocomparasconcoentrao RT @ValeriePT: Qual era mesmo aquela #hastag dos espanhóis para o Coentrão?"
"208998915675131000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"RT @CristianaRelvao: Fábio Coentrão #OrgulhoNacional"|"RT @CristianaRelvao: Fábio Coentrão #OrgulhoNacional"
"208999062425436000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"O público não esquece Coentrão ..."|"O público não esquece Coentrão ..."
"208999074282733000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"O Coentrão voltou, vamos a ver se foi só uma dor momentânea ou se foi mais grave..."|"O Coentrão voltou, vamos a ver se foi só uma dor momentânea ou se foi mais grave..."
"208998802827378000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"Fábio Coentrão #OrgulhoNacional"|"Fábio Coentrão #OrgulhoNacional"
"208998810775588000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"Mais vale o Coentrão sair agora e poupar-se para o Euro do que continuar e rebentar."|"Mais vale o Coentrão sair agora e poupar-se para o Euro do que continuar e rebentar."
"208998812042272000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"que raio se passa com o Coentrão?"|"que raio se passa com o Coentrão?"
"209008151213785000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"o coentrão desaprendeu de jogar.."|"o coentrão desaprendeu de jogar.."
"209021723348172000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"@mcorais O Coentrao é do Benfica..."|"@mcorais O Coentrao é do Benfica..."
"209003517078290000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"RT @portugoaldotnet: Coentrão vented anger to Patrício on goal, but whole defence guilty of looking at each other rather than ball."|"RT @portugoaldotnet: Coentrão vented anger to Patrício on goal, but whole defence guilty of looking at each other rather than ball."
"209003530516836000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"Raios parta Coentrão. Tu hj só fazes porcaria…"|"Raios parta Coentrão. Tu hj só fazes porcaria…"
"209018245586497000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"Parece q nunca jogaram juntos; nem o Coentrão com o Ronaldo"|"Parece q nunca jogaram juntos; nem o Coentrão com o Ronaldo"
"209017716684763000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"Nani, CR7, Coentrão, Beto e Bento RT @ricardoboleo: Cinco portugueses nomeados para o Prémio PT Literatura 2012 http://t.co/R5sJMdnC"|"Nani, CR7, Coentrão, Beto e Bento RT @ricardoboleo: Cinco portugueses nomeados para o Prémio PT Literatura 2012 http://t.co/R5sJMdnC"
"208998675312148000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"Tudo menos o Fabio Coentrao se lesionar"|"Tudo menos o Fabio Coentrao se lesionar"
"209013911742201000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"RT @TrendsPortugal: turquia, joss, stone e coentrão é tendência em Portugal http://t.co/1KttZoBt"|"RT @TrendsPortugal: turquia, joss, stone e coentrão é tendência em Portugal http://t.co/1KttZoBt"
"209021203858460000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"@raminhoseffect E o Coentrão ? E o Ronaldo ? Não percebes nada de carros. E de futebol, zero."|"@raminhoseffect E o Coentrão ? E o Ronaldo ? Não percebes nada de carros. E de futebol, zero."
"209021241674309000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"O trabalho de equipa está a subir. O Coentrão desta vez já girou a ganza pelos seus restantes companheiros ! #teamwork"|"O trabalho de equipa está a subir. O Coentrão desta vez já girou a ganza pelos seus restantes companheiros ! #teamwork"
"208996839435931000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"RT @anafilipag: Ninguém pára o Coentrão no Estádio da Luz!"|"RT @anafilipag: Ninguém pára o Coentrão no Estádio da Luz!"
"208998539706114000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;Positive Interjection:  vai ;Negative Interjection: oh ;"|"Oh @filipaclaro vai socorrer o teu Coentrão! :o"|"Oh @filipaclaro vai socorrer o teu Coentrão! :o"
"208998455371251000"|Teste|"player"|"1098"|0|"; sentiTokens:; score:0;;;"|"Pronto, Coentrão para o Estaleiro."|"Pronto, Coentrão para o Estaleiro."
