ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
74901598941360129|20884910|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:esotérica(0) ; score:0;"|"Mais matemática eleitoral esotérica RT @NewsPortugal: [Sol] Louçã: 'O voto em branco é desistir do país': http://bit.ly/lc6q8a"|"mais matemática eleitoral esotérica rt @newsportugal: [sol] louçã: 'o voto em branco é desistir do país': http://bit.ly/lc6q8a"
74900360292081664|42011097|"flouca"|"louçã"|-1|"Targets: louçã; sentiTokens:medo(-1) ; score:-1;"|"[Publico]  Louçã apela a um "país com medo" http://goo.gl/fb/wSURg"|"[publico]  louçã apela a um "país com medo" http://goo.gl/fb/wsurg"
74899866467311616|62124534|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"[Sol] Louçã: 'O voto em branco é desistir do país': A entrar na derradeira semana de campanha, o Bloco de Esquer... http://bit.ly/lc6q8a"|"[sol] louçã: 'o voto em branco é desistir do país': a entrar na derradeira semana de campanha, o bloco de esquer... http://bit.ly/lc6q8a"
74892044174245888|47476545|"flouca"|"louçã"|-1|"Targets: louçã;Heavy Punctuation: ê!!"|"@Fernando__Gomes Primeiro deixa ver se o Louçã ainda tem lugar na AR e depois logo se vê!!"|"@fernando__gomes primeiro deixa ver se o louçã ainda tem lugar na ar e depois logo se vê!!"
74884261894815744|17610324|"flouca"|"francisco louçã"|1|"Targets: francisco louçã;Regra "[VCOP] [Adj+] ? Pos""-> será preciso "|"Será preciso um doutoramento para perceber que o Francisco Louçã tem um ar maléfico?"|"será preciso um doutoramento para perceber que o francisco_louçã tem um ar maléfico?"
74879637989240832|16202270|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"Francisco Louçã: "Abstenção e voto em branco é desistir do país" #BE"|"francisco louçã: "abstenção e voto em branco é desistir do país" #be"
74878600297455617|17884125|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"Francisco Louçã: "Abstenção e voto em branco é desistir do país" http://xl.pt/r/kbNluw"|"francisco louçã: "abstenção e voto em branco é desistir do país" http://xl.pt/r/kbnluw"
74876210030710784|19019970|"flouca"|"louçã"|-1|"Targets: louçã,paulo portas; sentiTokens:arrogância(-1) ; score:-1;"|"Francisco Louçã acusa Paulo Portas de arrogância por dizer que as eleições se disputam a três. http://fb.me/TF77KugJ"|"francisco louçã acusa paulo_portas de arrogância por dizer que as eleições se disputam a três. http://fb.me/tf77kugj"
74873988089782272|20818437|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"#BE Louçã em #campanha no Furadouro http://t.co/X5e1Nty"|"#be louçã em #campanha no furadouro http://t.co/x5e1nty"
74868136909864960|94081671|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:; score:0;"|""Abstenção e voto em branco é desistir do país" - Francisco Louçã  (www.lusa.pt)"|""abstenção e voto em branco é desistir do país" - francisco_louçã  (www.lusa.pt)"
74867859314061312|14284888|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:cínico(-1) verdade(1) ; score:0;"|"E assim marcham as oposições outrora unidas : Louçã acusa Portas de apelar ao voto cínico: É bem verdade que a sede de poder corrompe;)"|"e assim marcham as oposições outrora unidas : louçã acusa portas de apelar ao voto cínico: é bem verdade que a sede de poder corrompe;)"
74867535878692864|245154246|"flouca"|"louçã"|-1|"Targets: louçã; sentiTokens:cínico(-1) ; score:-1;"|"[ULTIMAS] Louçã acusa Portas de apelar ao voto cínico http://bit.ly/iSTB1n"|"[ultimas] louçã acusa portas de apelar ao voto cínico http://bit.ly/istb1n"
74867534804946944|71650592|"flouca"|"francisco louçã"|-1|"Targets: louçã,francisco louçã; sentiTokens:cínico(-1) ; score:-1;"|"[TSF]: Louçã acusa Portas de apelar ao voto cínico: Francisco Louçã acusou, este domingo perante 700 pessoas na ... http://bit.ly/il0Lid"|"[tsf]: louçã acusa portas de apelar ao voto cínico: francisco_louçã acusou, este domingo perante 700 pessoas na ... http://bit.ly/il0lid"
74867534620393473|62124534|"flouca"|"francisco louçã"|-1|"Targets: louçã,francisco louçã; sentiTokens:cínico(-1) ; score:-1;"|"[TSF] Louçã acusa Portas de apelar ao voto cínico: Francisco Louçã acusou, este domingo perante 700 pessoas na A... http://bit.ly/il0Lid"|"[tsf] louçã acusa portas de apelar ao voto cínico: francisco_louçã acusou, este domingo perante 700 pessoas na a... http://bit.ly/il0lid"
74859379601571840|20781852|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:; score:0;"|"Eleições: Abstenção e voto em branco é desistir do país&#34; – Francisco Louçã  http://dstk.me/PAG"|"eleições: abstenção e voto em branco é desistir do país&#34; – francisco_louçã  http://dstk.me/pag"
74857300032094208|62124534|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:; score:0;"|"[iRadar] Eleições: "Abstenção e voto em branco é desistir do país" -- Francisco Louçã:  http://bit.ly/jchVGD"|"[iradar] eleições: "abstenção e voto em branco é desistir do país" -- francisco_louçã:  http://bit.ly/jchvgd"
74857300434751488|48969211|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:; score:0;"|"Radar - Eleições: "Abstenção e voto em branco é desistir do país" -- Francisco Louçã:  http://bit.ly/km2U4g #fb"|"radar - eleições: "abstenção e voto em branco é desistir do país" -- francisco_louçã:  http://bit.ly/km2u4g #fb"
74848732000157696|24279390|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"Portugal não pode ser uma província de Louçãs RT @JornalNoticias Louçã: "Portugal não pode ser uma província dos bancos""|"portugal não pode ser uma província de louçãs rt @jornalnoticias louçã: "portugal não pode ser uma província dos bancos""
74842517673213952|20818437|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:jovens(0) ; score:0;"|"#campanha #BE Louçã cita poesia no almoço comício do Porto. Natália Correia, «Queixa das almas jovens censuradas» http://tinyurl.com/424a4m8"|"#campanha #be louçã cita poesia no almoço comício do porto. natália correia, «queixa das almas jovens censuradas» http://tinyurl.com/424a4m8"
74842263028633600|28853278|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:; score:0;"|"Louçã quer manutenção do Ministério da Cultura: O coordenador do Bloco de Esquerda, Francisco Louçã, defendeu ho... http://bit.ly/jORXhC"|"louçã quer manutenção do ministério da cultura: o coordenador_do_bloco_de_esquerda, francisco_louçã, defendeu ho... http://bit.ly/jorxhc"
74841095963553792|20818437|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"#campanha #be Louçã no Porto: «O voto branco é desistir do país»"|"#campanha #be louçã no porto: «o voto branco é desistir do país»"
74838192909594624|20818437|"flouca"|"louçã"|1|"Targets: louçã; sentiTokens:democracia(1) esquerda(0) ; score:1;"|"#Campanha Louçã: A esquerda traz o resgate, a democracia. O resgate é o voto.O voto é a decisão. Chegámos a 1 crise gravíssima com o voto"|"#campanha louçã: a esquerda traz o resgate, a democracia. o resgate é o voto.o voto é a decisão. chegámos a 1 crise gravíssima com o voto"
74833546086330368|60633332|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"RT @ChicodeOeiras: a @editeestrela está cá e não trouxe as minhas trufas? Este PS não cumpre promessas... vou votar Louçã"|"rt @chicodeoeiras: a @editeestrela está cá e não trouxe as minhas trufas? este ps não cumpre promessas... vou votar louçã"
74832107234537472|23011527|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"a @editeestrela está cá e não trouxe as minhas trufas? Este PS não cumpre promessas... vou votar Louçã"|"a @editeestrela está cá e não trouxe as minhas trufas? este ps não cumpre promessas... vou votar louçã"
74828350606155776|124139163|"flouca"|"louçã"|0|"Targets: portas,louçã,jerónimo de sousa; sentiTokens:; score:0;"|"Entrevista exclusivas - #Ferro Rodrigues, Paulo #Portas, Francisco #Louçã e #Jerónimo de Sousa http://bit.ly/j0L26h"|"entrevista exclusivas - #ferro_rodrigues, paulo #portas, francisco #louçã e #jerónimo_de_sousa http://bit.ly/j0l26h"
74826323427729408|30078112|"flouca"|"louçã"|-1|"Targets: louçã; sentiTokens:jovens(0) rasca(-1) ; score:-1;"|"RT @nelsonpatriarca: Louçã é o Messias!!   RT @ipvmarques 'O movimento dos jovens da geração à rasca sabe que só o Bloco os pode ajudar' ..."|"rt @nelsonpatriarca: louçã é o messias!!   rt @ipvmarques 'o movimento dos jovens da geração à rasca sabe que só o bloco os pode ajudar' ..."
