ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
"211595571650248704"|luis_sarmento|"player"|"198"||""|"RT @eduardamr: @cristiano #ronaldo is now the most tweeted #Euro2012 player, even has more twitter buzz than some teams http://t.co/NYk5 ..."|"RT @eduardamr: @cristiano #ronaldo is now the most tweeted #Euro2012 player, even has more twitter buzz than some teams http://t.co/NYk5 ..."
"211595277461757954"|CarinaSCunha|"team"|"7184"||""|"RT @ricardinhohp7: Perdemos mas ao menos matamos um. #BrunoAlves #Portugal #euro2012"|"RT @ricardinhohp7: Perdemos mas ao menos matamos um. #BrunoAlves #Portugal #euro2012"
"211595019948265473"|SofsCostaLima|"team"|"7184"||""|"#euro2012 #portugal #todospor11 http://t.co/cc2w7lLY"|"#euro2012 #portugal #todospor11 http://t.co/cc2w7lLY"
"211594982249865217"|SofsCostaLima|"team"|"7184"||""|"#portugal #Euro2012 : Alemanha 1 - 0 Portugal http://t.co/WUleXBXd"|"#portugal #Euro2012 : Alemanha 1 - 0 Portugal http://t.co/WUleXBXd"
"211594383282274304"|uglyone|"team"|"7184"||""|"#Euro2012 #Portugal Em resumo: o Paulo Bento treinou demasiado tempo o Sporting"|"#Euro2012 #Portugal Em resumo: o Paulo Bento treinou demasiado tempo o Sporting"
"211585995106291713"|wulincore|"team"|"7180"||""|"Com que então underdog? #Dinamarca trava #Holanda (1x0) http://t.co/0463MsR9 #euro2012"|"Com que então underdog? #Dinamarca trava #Holanda (1x0) http://t.co/0463MsR9 #euro2012"
"211585995106291713"|wulincore|"team"|"7158"||""|"Com que então underdog? #Dinamarca trava #Holanda (1x0) http://t.co/0463MsR9 #euro2012"|"Com que então underdog? #Dinamarca trava #Holanda (1x0) http://t.co/0463MsR9 #euro2012"
"211585777455476736"|wulincore|"team"|"7165"||""|"#Portugal não merecia tamanha infelicidade (1x0) http://t.co/TeRX1xlF #euro2012 #alemanha"|"#Portugal não merecia tamanha infelicidade (1x0) http://t.co/TeRX1xlF #euro2012 #alemanha"
"211585777455476736"|wulincore|"team"|"7184"||""|"#Portugal não merecia tamanha infelicidade (1x0) http://t.co/TeRX1xlF #euro2012 #alemanha"|"#Portugal não merecia tamanha infelicidade (1x0) http://t.co/TeRX1xlF #euro2012 #alemanha"
"211585573708775425"|wulincore|"team"|"7184"||""|"Ronaldo lembra Euro 2004 e fala em «falta de sorte» http://t.co/Agg10fpY #euro2012 #cristianoronaldo #portugal"|"Ronaldo lembra Euro 2004 e fala em «falta de sorte» http://t.co/Agg10fpY #euro2012 #cristianoronaldo #portugal"
"211584604346392576"|fcwilson|"team"|"7184"||""|"#Euro2012 #Alemanha vs #Portugal 1 - 0."|"#Euro2012 #Alemanha vs #Portugal 1 - 0."
"211584604346392576"|fcwilson|"team"|"7165"||""|"#Euro2012 #Alemanha vs #Portugal 1 - 0."|"#Euro2012 #Alemanha vs #Portugal 1 - 0."
"211584472016097280"|valeriooe|"team"|"7184"||""|"Sabi na e. Basta #Germany ang kalaban ng #Portugal. #TALO. =))))) #Euro2012"|"Sabi na e. Basta #Germany ang kalaban ng #Portugal. #TALO. =))))) #Euro2012"
"211584472016097280"|valeriooe|"team"|"7165"||""|"Sabi na e. Basta #Germany ang kalaban ng #Portugal. #TALO. =))))) #Euro2012"|"Sabi na e. Basta #Germany ang kalaban ng #Portugal. #TALO. =))))) #Euro2012"
"211570584591663105"|luisapbastos|"team"|"7184"||""|"RT @Joanaqv: orgulho #portugal . Acreditar até ao fim. #Euro2012"|"RT @Joanaqv: orgulho #portugal . Acreditar até ao fim. #Euro2012"
"211569104325312512"|JaquesBrice|"team"|"7184"||""|"I STILL BELIEVE -- No Matter What -- #PORTUGAL -- #Euro2012 -- #WhatElse? #fb"|"I STILL BELIEVE -- No Matter What -- #PORTUGAL -- #Euro2012 -- #WhatElse? #fb"
"211568856035098624"|kesland|"team"|"7171"||""|"So tomorrow I have to see #Spain - #Italy #EURO2012"|"So tomorrow I have to see #Spain - #Italy #EURO2012"
"211568856035098624"|kesland|"team"|"7190"||""|"So tomorrow I have to see #Spain - #Italy #EURO2012"|"So tomorrow I have to see #Spain - #Italy #EURO2012"
"211568666880393216"|BarbaraMLimaa|"team"|"7184"||""|"RT @raquelramalhoo: Rui Patrício nos TT's! #Portugal #euro2012"|"RT @raquelramalhoo: Rui Patrício nos TT's! #Portugal #euro2012"
"211568639080542208"|BarbaraMLimaa|"team"|"7184"||""|"RT @raquelramalhoo: Cristiano Ronaldo nos TT's! ♥ #Portugal #euro2012"|"RT @raquelramalhoo: Cristiano Ronaldo nos TT's! ♥ #Portugal #euro2012"
"211568110837309441"|eduardamr|"player"|"198"||""|"@cristiano #ronaldo is now the most tweeted #Euro2012 player, even has more twitter buzz than some teams http://t.co/NYk5sTjV #like"|"@cristiano #ronaldo is now the most tweeted #Euro2012 player, even has more twitter buzz than some teams http://t.co/NYk5sTjV #like"
"211568110837309441"|eduardamr|"player"|"198"||""|"@cristiano #ronaldo is now the most tweeted #Euro2012 player, even has more twitter buzz than some teams http://t.co/NYk5sTjV #like"|"@cristiano #ronaldo is now the most tweeted #Euro2012 player, even has more twitter buzz than some teams http://t.co/NYk5sTjV #like"
"211567796973350912"|ritapdafonseca|"team"|"7184"||""|"RT @raquelramalhoo: Cristiano Ronaldo nos TT's! ♥ #Portugal #euro2012"|"RT @raquelramalhoo: Cristiano Ronaldo nos TT's! ♥ #Portugal #euro2012"
"211567781697691649"|ritapdafonseca|"team"|"7184"||""|"RT @raquelramalhoo: Rui Patrício nos TT's! #Portugal #euro2012"|"RT @raquelramalhoo: Rui Patrício nos TT's! #Portugal #euro2012"
"211566610522177536"|Joanaqv|"team"|"7184"||""|"orgulho #portugal . Acreditar até ao fim. #Euro2012"|"orgulho #portugal . Acreditar até ao fim. #Euro2012"
"211566554750529536"|kesland|"team"|"7194"||""|"#Ukraine organization: stadiums aren't finished, slaughtering animals,  fans stuck in border, stealing coffee machines?! WTF?! #EURO2012"|"#Ukraine organization: stadiums aren't finished, slaughtering animals,  fans stuck in border, stealing coffee machines?! WTF?! #EURO2012"
"211566073764524032"|inesgamb|"team"|"7184"||""|"Oh well. Now we must work even harder and hopefully a win will come against Denmark. #Portugal #Euro2012"|"Oh well. Now we must work even harder and hopefully a win will come against Denmark. #Portugal #Euro2012"
"211565702124011520"|MartaOuteiro|"team"|"7184"||""|"Go #Portugal! We're real, we have faith and we know how to play! We will shut the mouth of thousands and kick the ass of millions! #Euro2012"|"Go #Portugal! We're real, we have faith and we know how to play! We will shut the mouth of thousands and kick the ass of millions! #Euro2012"
"211565097930342400"|MartaOuteiro|"team"|"7184"||""|"Go #Portugal! We're real, we have faith and we know how to play! We will shut the mouths of thousands n kick the ass of millions! #Euro2012"|"Go #Portugal! We're real, we have faith and we know how to play! We will shut the mouths of thousands n kick the ass of millions! #Euro2012"
"211564539353907200"|contrafactos|"team"|"7184"||""|"RT @iphil: Se o jogo tivesse começado 1-0, tínhamos ganho? #Portugal #GERxPOR #Euro2012"|"RT @iphil: Se o jogo tivesse começado 1-0, tínhamos ganho? #Portugal #GERxPOR #Euro2012"
"211563700006559744"|iPhil|"team"|"7184"||""|"Vou fazer louco e dizer…que tal não jogar com pontas de lança, tipo sei lá…Barcelona? #Portugal #GERxPOR #Euro2012"|"Vou fazer louco e dizer…que tal não jogar com pontas de lança, tipo sei lá…Barcelona? #Portugal #GERxPOR #Euro2012"
"211563162317750272"|iPhil|"team"|"7184"||""|"E insisto, o Custódio tem que ser titular, no lugar do Veloso. #Portugal #GERxPOR #Euro2012"|"E insisto, o Custódio tem que ser titular, no lugar do Veloso. #Portugal #GERxPOR #Euro2012"
"211563033074470913"|NelaLFernandes|"team"|"7184"||""|"RT @jimbras: Nelson Oliveira entrou tarde demais. Varela entrou mal demais. Fábio Coentrão foi enorme. #EURO2012 #UEFAEuro2012 #Portugal"|"RT @jimbras: Nelson Oliveira entrou tarde demais. Varela entrou mal demais. Fábio Coentrão foi enorme. #EURO2012 #UEFAEuro2012 #Portugal"
"211562683932213249"|Jo4nito|"team"|"7184"||""|"RT @jimbras: Nelson Oliveira entrou tarde demais. Varela entrou mal demais. Fábio Coentrão foi enorme. #EURO2012 #UEFAEuro2012 #Portugal"|"RT @jimbras: Nelson Oliveira entrou tarde demais. Varela entrou mal demais. Fábio Coentrão foi enorme. #EURO2012 #UEFAEuro2012 #Portugal"
"211562594782294016"|brunuM|"team"|"7184"||""|"RT @jimbras: Nelson Oliveira entrou tarde demais. Varela entrou mal demais. Fábio Coentrão foi enorme. #EURO2012 #UEFAEuro2012 #Portugal"|"RT @jimbras: Nelson Oliveira entrou tarde demais. Varela entrou mal demais. Fábio Coentrão foi enorme. #EURO2012 #UEFAEuro2012 #Portugal"
"211562381057331200"|VArede15|"team"|"7184"||""|"Portanto, é agora que vão criticar o @Cristiano Ronaldo, por #Portugal ter passado 75 minutos de jogo num sistema defensivo? #Euro2012"|"Portanto, é agora que vão criticar o @Cristiano Ronaldo, por #Portugal ter passado 75 minutos de jogo num sistema defensivo? #Euro2012"
"211562154871111682"|rcatalao|"player"|"198"||""|"Cristiano #Ronaldo foi quase sempre bem vigiado pela defesa alemã. Mas o Ronaldo-melhor-jogador-da-Europa tem de se libertar disso #Euro2012"|"Cristiano #Ronaldo foi quase sempre bem vigiado pela defesa alemã. Mas o Ronaldo-melhor-jogador-da-Europa tem de se libertar disso #Euro2012"
"211562154871111682"|rcatalao|"player"|"198"||""|"Cristiano #Ronaldo foi quase sempre bem vigiado pela defesa alemã. Mas o Ronaldo-melhor-jogador-da-Europa tem de se libertar disso #Euro2012"|"Cristiano #Ronaldo foi quase sempre bem vigiado pela defesa alemã. Mas o Ronaldo-melhor-jogador-da-Europa tem de se libertar disso #Euro2012"
"211561843343372288"|jimbras|"team"|"7184"||""|"Nelson Oliveira entrou tarde demais. Varela entrou mal demais. Fábio Coentrão foi enorme. #EURO2012 #UEFAEuro2012 #Portugal"|"Nelson Oliveira entrou tarde demais. Varela entrou mal demais. Fábio Coentrão foi enorme. #EURO2012 #UEFAEuro2012 #Portugal"
"211561767275479040"|brunuM|"team"|"7184"||""|"RT @iPhil: E o PB tem que colocar o CR em campo, da mesma forma como ele joga no Real Madrid. #Portugal #GERxPOR #Euro2012"|"RT @iPhil: E o PB tem que colocar o CR em campo, da mesma forma como ele joga no Real Madrid. #Portugal #GERxPOR #Euro2012"
"211561711487033344"|iPhil|"team"|"7184"||""|"E o PB tem que colocar o CR em campo, da mesma forma como ele joga no Real Madrid. #Portugal #GERxPOR #Euro2012"|"E o PB tem que colocar o CR em campo, da mesma forma como ele joga no Real Madrid. #Portugal #GERxPOR #Euro2012"
"211561604926554112"|gusmaoandre|"team"|"7184"||""|"Vamos Portugal! #portugal #euro2012"|"Vamos Portugal! #portugal #euro2012"
"211561579366449152"|joanaislourenco|"team"|"7184"||""|"RT @MiiClara: E do árbitro, já agora RT @andreviana: #Euro2012 #portugal Fala-se de sorte e azar. Já estamos no caminho errado"|"RT @MiiClara: E do árbitro, já agora RT @andreviana: #Euro2012 #portugal Fala-se de sorte e azar. Já estamos no caminho errado"
"211561432507088896"|bernardolx|"team"|"7184"||""|"Mau começo para #Portugal no #Euro2012, que nos próximos jogos tenham mais garra.. e boa emissão da @rtppt na RTP1 HD"|"Mau começo para #Portugal no #Euro2012, que nos próximos jogos tenham mais garra.. e boa emissão da @rtppt na RTP1 HD"
"211561416870739968"|sophieecore|"team"|"7184"||""|"RT @MiiClara: E do árbitro, já agora RT @andreviana: #Euro2012 #portugal Fala-se de sorte e azar. Já estamos no caminho errado"|"RT @MiiClara: E do árbitro, já agora RT @andreviana: #Euro2012 #portugal Fala-se de sorte e azar. Já estamos no caminho errado"
"211561370230079490"|MiiClara|"team"|"7184"||""|"E do árbitro, já agora RT @andreviana: #Euro2012 #portugal Fala-se de sorte e azar. Já estamos no caminho errado"|"E do árbitro, já agora RT @andreviana: #Euro2012 #portugal Fala-se de sorte e azar. Já estamos no caminho errado"
"211561287451287552"|barreleiro|"team"|"7184"||""|"É disto q as ucranianas e polacas temiam: #Portugal perde e agora vinga-se nas prostitutas locais. #Euro2012"|"É disto q as ucranianas e polacas temiam: #Portugal perde e agora vinga-se nas prostitutas locais. #Euro2012"
"211561179171143680"|JoGuedez|"team"|"7184"||""|"RT @andreviana: #Euro2012 #portugal Fala-se de sorte e azar. Já estamos no caminho errado"|"RT @andreviana: #Euro2012 #portugal Fala-se de sorte e azar. Já estamos no caminho errado"
"211561177782829056"|acidadebranca|"team"|"7184"||""|"#PORTUGAL #euro2012 o problema de Portugal é não haver coordenação..."|"#PORTUGAL #euro2012 o problema de Portugal é não haver coordenação..."
"211561088393814016"|rcatalao|"team"|"7184"||""|"O meio-campo de #Portugal ganhou com a passagem de Nani para o meio, atrás do ponta-de-lança. Funcionou melhor desta vez. #Euro2012"|"O meio-campo de #Portugal ganhou com a passagem de Nani para o meio, atrás do ponta-de-lança. Funcionou melhor desta vez. #Euro2012"
