ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
"215942717170130945"|3girlswholove1D|"team"|"7184"||""|"@Real_Liam_Payne #Portugal :) and we won today :D #Euro2012 xxx"|"@Real_Liam_Payne #Portugal :) and we won today :D #Euro2012 xxx"
"215941732985085953"|AnaRitaaMachado|"team"|"7184"||""|"@Real_Liam_Payne I'm from #Portugal! WE WON THE MATCH #euro2012"|"@Real_Liam_Payne I'm from #Portugal! WE WON THE MATCH #euro2012"
"215939442601500673"|Ritita7|"team"|"7184"||""|"Venham eles! Ou a Espanha ou a França, estamos cá para qualquer um! #Portugal #Euro2012"|"Venham eles! Ou a Espanha ou a França, estamos cá para qualquer um! #Portugal #Euro2012"
"215936249188450304"|iPhil|"team"|"7184"||""|"E a reacção do Figo? Muito bom. ;) #Portugal #Euro2012"|"E a reacção do Figo? Muito bom. ;) #Portugal #Euro2012"
"215935979238858752"|nunofmendes|"team"|"7184"||""|"RT @rfgamaral: O Euro 2012 é nosso. Fica aqui dito primeiro. #portugal #euro2012"|"RT @rfgamaral: O Euro 2012 é nosso. Fica aqui dito primeiro. #portugal #euro2012"
"215935806064439296"|miguelgazela|"team"|"7184"||""|"It's simply the best!!! #Ronaldo #Euro2012 #Portugal"|"It's simply the best!!! #Ronaldo #Euro2012 #Portugal"
"215935806064439296"|miguelgazela|"player"|"198"||""|"It's simply the best!!! #Ronaldo #Euro2012 #Portugal"|"It's simply the best!!! #Ronaldo #Euro2012 #Portugal"
"215934994177196032"|RainbowAndria|"team"|"7184"||""|"RT @Portugal: Final da partida, @Portugal nas meias finais do Euro 2012!!! #Portugal #Euro2012"|"RT @Portugal: Final da partida, @Portugal nas meias finais do Euro 2012!!! #Portugal #Euro2012"
"215934901722169344"|17RaquelS|"team"|"7184"||""|"RT @Portugal: Final da partida, @Portugal nas meias finais do Euro 2012!!! #Portugal #Euro2012"|"RT @Portugal: Final da partida, @Portugal nas meias finais do Euro 2012!!! #Portugal #Euro2012"
"215933942786830336"|Tandyrymes|"player"|"198"||""|"RT @TheRealNamz: RT @FootballFunnys: The best picture of the night! (@playupfootball) #Euro2012 #Portugal #CR7 http://t.co/HXbN7aRd"|"RT @TheRealNamz: RT @FootballFunnys: The best picture of the night! (@playupfootball) #Euro2012 #Portugal #CR7 http://t.co/HXbN7aRd"
"215933942786830336"|Tandyrymes|"team"|"7184"||""|"RT @TheRealNamz: RT @FootballFunnys: The best picture of the night! (@playupfootball) #Euro2012 #Portugal #CR7 http://t.co/HXbN7aRd"|"RT @TheRealNamz: RT @FootballFunnys: The best picture of the night! (@playupfootball) #Euro2012 #Portugal #CR7 http://t.co/HXbN7aRd"
"215932366001147905"|DJ_ArtisticSoul|"team"|"7184"||""|"Grande orgulho na nossa selecção! #Portugal #euro2012"|"Grande orgulho na nossa selecção! #Portugal #euro2012"
"215930981591433218"|egovision|"team"|"7184"||""|"Ganhámos alguma coisa!? Malta no Marques?! #portugal #fpf #euro2012"|"Ganhámos alguma coisa!? Malta no Marques?! #portugal #fpf #euro2012"
"215930758626418688"|Dianachanel|"team"|"7184"||""|"Vamos Portugal !!! Falta um pequeno passo !! #Euro2012 #PORTUGAL https://t.co/Rk8rI71m"|"Vamos Portugal !!! Falta um pequeno passo !! #Euro2012 #PORTUGAL https://t.co/Rk8rI71m"
"215929311524438019"|pintolaranja|"team"|"7184"||""|"@RuiLeal Investiram na EDP? Lol =D  #Euro2012 #Portugal"|"@RuiLeal Investiram na EDP? Lol =D  #Euro2012 #Portugal"
"215928350127038466"|_Rui_Fernandes|"team"|"7184"||""|"RT @FootballFunnys: Cristiano Ronaldo's new celebration to be copied by kids in playgrounds everywhere tomorrow... #Euro2012 #Portugal h ..."|"RT @FootballFunnys: Cristiano Ronaldo's new celebration to be copied by kids in playgrounds everywhere tomorrow... #Euro2012 #Portugal h ..."
"215927945439621120"|RicardoGAlves|"team"|"7184"||""|"Quanto pagam de IRS? @JornalNoticias: #Portugal #Euro2012 Entra Custódio e sai Nani"|"Quanto pagam de IRS? @JornalNoticias: #Portugal #Euro2012 Entra Custódio e sai Nani"
"215927769257881601"|Alexandre_Pinto|"team"|"7184"||""|"Recorde o golo que leva #Portugal às meias finais do #Euro2012 - Seleção Nacional - Notícias - RTP http://t.co/b4ZuKVAx"|"Recorde o golo que leva #Portugal às meias finais do #Euro2012 - Seleção Nacional - Notícias - RTP http://t.co/b4ZuKVAx"
"215927458912944128"|fbatista72|"team"|"7184"||""|"RT @rfam: Figo e Eusébio celebram juntos o golo de Portugal http://t.co/cLudVzME #fb #Portugal #Euro2012"|"RT @rfam: Figo e Eusébio celebram juntos o golo de Portugal http://t.co/cLudVzME #fb #Portugal #Euro2012"
"215926326257917953"|jfserejo|"team"|"7184"||""|"Platini is sad now! The guy hate #Portugal! Fuck Platini #Euro2012"|"Platini is sad now! The guy hate #Portugal! Fuck Platini #Euro2012"
"215926183819358209"|rfpchaves|"team"|"7184"||""|"Eu acho que o #Varela fez mal em marcar... é que nunca mais jogou. #Euro2012 #Portugal"|"Eu acho que o #Varela fez mal em marcar... é que nunca mais jogou. #Euro2012 #Portugal"
"215926183819358209"|rfpchaves|"player"|"3432"||""|"Eu acho que o #Varela fez mal em marcar... é que nunca mais jogou. #Euro2012 #Portugal"|"Eu acho que o #Varela fez mal em marcar... é que nunca mais jogou. #Euro2012 #Portugal"
"215926105822068736"|AdriianaMarques|"team"|"7184"||""|"#Euro2012 #Portugal on the semi-finals! AMAZING TEAM! ♥"|"#Euro2012 #Portugal on the semi-finals! AMAZING TEAM! ♥"
"215925525754032128"|CateAmorim|"team"|"7184"||""|"#Ronaldo, mais uma vez o salvador da pátria. #Portugal #Euro2012"|"#Ronaldo, mais uma vez o salvador da pátria. #Portugal #Euro2012"
"215925525754032128"|CateAmorim|"player"|"198"||""|"#Ronaldo, mais uma vez o salvador da pátria. #Portugal #Euro2012"|"#Ronaldo, mais uma vez o salvador da pátria. #Portugal #Euro2012"
"215924555716378625"|ruimm|"player"|"198"||""|"RT @banhocheco: e foi de cabeça #ronaldo #portugal #cr7 #euro2012  http://t.co/648G0739"|"RT @banhocheco: e foi de cabeça #ronaldo #portugal #cr7 #euro2012  http://t.co/648G0739"
"215924555716378625"|ruimm|"team"|"7184"||""|"RT @banhocheco: e foi de cabeça #ronaldo #portugal #cr7 #euro2012  http://t.co/648G0739"|"RT @banhocheco: e foi de cabeça #ronaldo #portugal #cr7 #euro2012  http://t.co/648G0739"
