ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
72731728015392768|62124534|"flouca"|"louçã"|0|"Targets: passos coelho,sócrates,louçã; sentiTokens:; score:0;"|"[Destak] Passos Coelho e Sócrates pegam-se como cão e gato mas não falam para o país – Louçã:  http://bit.ly/jf4mFP"|"[destak] passos_coelho e sócrates pegam-se como cão e gato mas não falam para o país – louçã:  http://bit.ly/jf4mfp"
72731349919875072|20781852|"flouca"|"louçã"|0|"Targets: passos coelho,sócrates,louçã; sentiTokens:; score:0;"|"Eleições: Passos Coelho e Sócrates pegam-se como cão e gato mas não falam para o país – Louçã http://dstk.me/P0d"|"eleições: passos_coelho e sócrates pegam-se como cão e gato mas não falam para o país – louçã http://dstk.me/p0d"
72718900613222400|300301542|"flouca"|"louçã"|1|"Targets: louçã; sentiTokens:popular(1) ; score:1;"|"Uma popular para Louçã: "Querem que a gente trabalhe até termos os pés no caixão." "Pois", responde o candidato bloquista, na arruada"|"uma popular para louçã: "querem que a gente trabalhe até termos os pés no caixão." "pois", responde o candidato bloquista, na arruada"
72718187296342017|300301542|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:; score:0;"|"Sócrates e Passos "podem pegar-se como cão e gato, mas não trazem nenhuma proposta para o país", ataca Francisco Louçã, na Cova da Piedade"|"sócrates e passos "podem pegar-se como cão e gato, mas não trazem nenhuma proposta para o país", ataca francisco_louçã, na cova da piedade"
72693622511894528|300301542|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:; score:0;"|"No jardim da Cova da Piedade à espera de Francisco Louçã, debaixo de um sol abrasador!"|"no jardim da cova da piedade à espera de francisco_louçã, debaixo de um sol abrasador!"
72673257798635520|2677731|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:diferentes(0) ; score:0;"|"RT @BrunoMonteiro: Louçã denuncia q há 20 pessoas em Portugal q têm mil cargos de administração em empresas diferentes-  Jornal de Negóc ..."|"rt @brunomonteiro: louçã denuncia q há 20 pessoas em portugal q têm mil cargos de administração em empresas diferentes-  jornal de negóc ..."
72672030457200640|20627896|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:diferentes(0) ; score:0;"|"RT @BrunoMonteiro: Louçã denuncia q há 20 pessoas em Portugal q têm mil cargos de administração em empresas diferentes-  Jornal de Negóc ..."|"rt @brunomonteiro: louçã denuncia q há 20 pessoas em portugal q têm mil cargos de administração em empresas diferentes-  jornal de negóc ..."
72670025240150016|197927483|"flouca"|"louçã"|-1|"Targets: passos coelho,portas,louçã; sentiTokens:perdido(-1) jerónimo(0) ; score:-1;"|"Da impreparação: Passos Coelho, na opinião dos socráticos, havia perdido o debate com Portas, Louçã e Jerónimo. ... http://bit.ly/m2mpJs"|"da impreparação: passos_coelho, na opinião dos socráticos, havia perdido o debate com portas, louçã e jerónimo. ... http://bit.ly/m2mpjs"
72662944655228929|296511906|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"@fcancio apela ao louçã, que ele dá uma ajuda"|"@fcancio apela ao louçã, que ele dá uma ajuda"
72659644392275969|62124534|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:esquerda(0) ; score:0;"|"[TSF] Louçã rejeita privatização das Águas de Portugal: O líder do Bloco de Esquerda criticou, esta segunda-feir... http://bit.ly/jgLzmu"|"[tsf] louçã rejeita privatização das águas de portugal: o líder_do_bloco de esquerda criticou, esta segunda-feir... http://bit.ly/jglzmu"
72659644966907904|245154246|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"[ULTIMAS] Louçã rejeita privatização das Águas de Portugal http://bit.ly/kjfPt0"|"[ultimas] louçã rejeita privatização das águas de portugal http://bit.ly/kjfpt0"
72653620054724608|211547050|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:; score:0;"|"(Antena 1)  Francisco Louçã quer manter a Águas de Portugal no setor do Estado http://dlvr.it/ShWL8"|"(antena 1)  francisco_louçã quer manter a águas de portugal no setor do estado http://dlvr.it/shwl8"
72653620692267008|214125777|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"Francisco Louçã quer manter a Águas de Portugal no setor do Estado http://dlvr.it/ShWLL"|"francisco louçã quer manter a águas de portugal no setor do estado http://dlvr.it/shwll"
72651925019049984|20627896|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:piores(-1) são(1) ; score:0;"|"RT @antena1rtp: País seguiria os piores erros que são evitados na Europa se privatizasse as Águas de Portugal -- Louçã:  http://bit.ly/l ..."|"rt @antena1rtp: país seguiria os piores erros que são evitados na europa se privatizasse as águas de portugal -- louçã:  http://bit.ly/l ..."
72650626647068672|16631693|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:piores(-1) são(1) ; score:0;"|"País seguiria os piores erros que são evitados na Europa se privatizasse as Águas de Portugal -- Louçã:  http://bit.ly/lRyzGq"|"país seguiria os piores erros que são evitados na europa se privatizasse as águas de portugal -- louçã:  http://bit.ly/lryzgq"
72645048994512897|186127644|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"Destakes - Louçã quer monopólio do Estado nas águas: À entrada do edifício da Valorsul em Loures, uma placa assi... http://bit.ly/jy1lhv"|"destakes - louçã quer monopólio do estado nas águas: à entrada do edifício da valorsul em loures, uma placa assi... http://bit.ly/jy1lhv"
72642119847788546|272770119|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:critica(0) ; score:0;"|"[PÚBLICO] Louçã critica proposta de Passos para a privatização das águas: Louçã critica proposta de Passos para ... http://bit.ly/kHyFPd"|"[público] louçã critica proposta de passos para a privatização das águas: louçã critica proposta de passos para ... http://bit.ly/khyfpd"
72638654715146240|19674853|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:positivos(1) negativos(-1) ; score:0;"|"@ChicodeOeiras Vê lá bem... Francisco Louçã 43 % TWEETS POSITIVOS . 0% de TWEETS NEGATIVOS ;)"|"@chicodeoeiras vê lá bem... francisco_louçã 43 % tweets positivos . 0% de tweets negativos ;)"
72633228246265856|24399244|"flouca"|"louçã"|-1|"Targets: sócrates,louçã;Regra "[VCOP] [Adj-] ? Neg""->  é totó;"|"RT @dita_dura: A minha contribuição para o twitómetro: Sócrates é totó; Jerónimo é totó; Louçã é totó. Eu sou totó."|"rt @dita_dura: a minha contribuição para o twitómetro: sócrates é totó; jerónimo é totó; louçã é totó. eu sou totó."
72633162001428480|140091998|"flouca"|"louçã"|-1|"Targets: sócrates,louçã;Regra "[VCOP] [Adj-] ? Neg""->  é totó;"|"A minha contribuição para o twitómetro: Sócrates é totó; Jerónimo é totó; Louçã é totó. Eu sou totó."|"a minha contribuição para o twitómetro: sócrates é totó; jerónimo é totó; louçã é totó. eu sou totó."
72628955768827904|19889294|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:críticas(0) ; score:0;"|"Louçã reitera críticas a eventual privatização da Águas de Portugal: O coordenador do BE, Francisco Louçã, criti... http://bit.ly/imBEb0"|"louçã reitera críticas a eventual privatização da águas de portugal: o coordenador_do_be, francisco_louçã, criti... http://bit.ly/imbeb0"
72618240823664640|71650592|"flouca"|"francisco louçã"|0|"Targets: louçã,francisco louçã; sentiTokens:; score:0;"|"[DN]: Louçã contra hipótese de privatização da Valorsul: Francisco Louçã acaba de visitar a Valorsul uma empresa... http://bit.ly/mcgzjQ"|"[dn]: louçã contra hipótese de privatização da valorsul: francisco_louçã acaba de visitar a valorsul uma empresa... http://bit.ly/mcgzjq"
