ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
74548601866567680|84162780|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"R2  ED Consulting 'Façam um favor ao país: não finjam que não sabem' pede Louçã - Sol http://nxy.in/006m4 EDconsulting_"|"r2  ed consulting 'façam um favor ao país: não finjam que não sabem' pede louçã - sol http://nxy.in/006m4 edconsulting_"
74533912180826113|71650592|"flouca"|"francisco louçã"|0|"Targets: francisco louçã; sentiTokens:pequena(0) ; score:0;"|"[DN]: "Caminha-se para uma economia cada vez mais pequena": A metade da campanha eleitoral, Francisco Louçã fris... http://bit.ly/iMTryW"|"[dn]: "caminha-se para uma economia cada vez mais pequena": a metade da campanha eleitoral, francisco_louçã fris... http://bit.ly/imtryw"
74528370913845248|300301542|"flouca"|"louçã"|-1|"Targets: louçã; sentiTokens:bancarrota(-1) ; score:-1;"|"Outra vez e sempre: Renegociação da dívida agora, para baixar o juro e evitar a bancarrota, diz Louçã"|"outra vez e sempre: renegociação da dívida agora, para baixar o juro e evitar a bancarrota, diz louçã"
74515872030539776|84162780|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"R1  ED Consulting 'Façam um favor ao país: não finjam que não sabem' pede Louçã - Sol http://nxy.in/006m4 EDconsulting_"|"r1  ed consulting 'façam um favor ao país: não finjam que não sabem' pede louçã - sol http://nxy.in/006m4 edconsulting_"
74513523761348608|300301542|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:perigoso(-1) útil(1) esquerda(0) ; score:0;"|"Depois do apelo ao voto útil à esquerda, Louçã traz o voto perigoso para a campanha. E pede aos portugueses que não votem contra si próprios"|"depois do apelo ao voto útil à esquerda, louçã traz o voto perigoso para a campanha. e pede aos portugueses que não votem contra si próprios"
74512902761095168|300301542|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"Aliança com o PS? Não, responde Louçã"|"aliança com o ps? não, responde louçã"
74512342787964929|131874563|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"R2  ED Consulting 'Façam um favor ao país: não finjam que não sabem' pede Louçã - Sol http://nxy.in/006m4 @EDconsulting_"|"r2  ed consulting 'façam um favor ao país: não finjam que não sabem' pede louçã - sol http://nxy.in/006m4 @edconsulting_"
74510639812444161|295802179|"flouca"|"louçã"|-1|"Targets: louçã;Heavy Punctuation: ???m"|"RT @apombalivre: Louçã diz que a direita anda desaparecida do debate da campanha - Anda???Mas alguma vez lá esteve????  #apombalivre"|"rt @apombalivre: louçã diz que a direita anda desaparecida do debate da campanha - anda???mas alguma vez lá esteve????  #apombalivre"
74510531934953473|214125777|"flouca"|"louçã"|-1|"Targets: louçã; sentiTokens:desaparecido_do_mapa(-1) ; score:-1;"|"Francisco Louçã acusa a direita de ter desaparecido do mapa da campanha http://dlvr.it/TKDyy"|"francisco louçã acusa a direita de ter desaparecido_do_mapa da campanha http://dlvr.it/tkdyy"
74510531381305344|211547050|"flouca"|"francisco louçã"|-1|"Targets: francisco louçã; sentiTokens:desaparecido_do_mapa(-1) ; score:-1;"|"(Antena 1)  Francisco Louçã acusa a direita de ter desaparecido do mapa da campanha http://dlvr.it/TKDyt"|"(antena 1)  francisco_louçã acusa a direita de ter desaparecido_do_mapa da campanha http://dlvr.it/tkdyt"
