ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
"214493420239077377"|ejcalmeida|"team"|"7184"||""|"RT @tdias: 2.º golo de Portugal à Holanda http://t.co/HweEPLA1 #euro2012 #portugal #antena1 O homem quase que tem o treco..."|"RT @tdias: 2.º golo de Portugal à Holanda http://t.co/HweEPLA1 #euro2012 #portugal #antena1 O homem quase que tem o treco..."
"214493250222948352"|zaynmalikpedia|"team"|"7184"||""|"RT @luisnani: Concentration moment before the morning training. #Portugal #Euro2012 http://t.co/lMeP2Uho"|"RT @luisnani: Concentration moment before the morning training. #Portugal #Euro2012 http://t.co/lMeP2Uho"
"214493234896977920"|zaynmalikpedia|"team"|"7184"||""|"RT @luisnani: Leaving to Karkiv #Portugal #Euro2012 http://t.co/eU6Wp0Mh"|"RT @luisnani: Leaving to Karkiv #Portugal #Euro2012 http://t.co/eU6Wp0Mh"
"214492072403668992"|paulohenriques|"player"|"198"||""|"n foi bem isso “@record_mexico: Cristiano Ronaldo dedicó a su hijo sus goles ante Holanda: "Junior, tu papá te ama" #CR7 #Euro2012"|"n foi bem isso “@record_mexico: Cristiano Ronaldo dedicó a su hijo sus goles ante Holanda: "Junior, tu papá te ama" #CR7 #Euro2012"
"214489064836050944"|joaopgomes_|"team"|"7184"||""|"Viseu em festa #Portugal #Euro2012 https://t.co/Ca439dyf"|"Viseu em festa #Portugal #Euro2012 https://t.co/Ca439dyf"
"214488971089154049"|Brusilva|"team"|"7184"||""|"RT @tdias: 2.º golo de Portugal à Holanda http://t.co/HweEPLA1 #euro2012 #portugal #antena1 O homem quase que tem o treco..."|"RT @tdias: 2.º golo de Portugal à Holanda http://t.co/HweEPLA1 #euro2012 #portugal #antena1 O homem quase que tem o treco..."
"214488103312830468"|tdias|"team"|"7184"||""|"2.º golo de Portugal à Holanda http://t.co/HweEPLA1 #euro2012 #portugal #antena1 O homem quase que tem o treco..."|"2.º golo de Portugal à Holanda http://t.co/HweEPLA1 #euro2012 #portugal #antena1 O homem quase que tem o treco..."
"214486020488560640"|tdias|"team"|"7184"||""|"E que boa altura… #PORTUGAL #euro2012  http://t.co/ap6o69Vu"|"E que boa altura… #PORTUGAL #euro2012  http://t.co/ap6o69Vu"
"214485535727685632"|TheFilipeSantos|"team"|"7184"||""|"beware Czech Republic, you are the next target. #portugal #euro2012 #cristianoronaldo #ateoscomemos http://t.co/FI6XuAW9"|"beware Czech Republic, you are the next target. #portugal #euro2012 #cristianoronaldo #ateoscomemos http://t.co/FI6XuAW9"
"214483411472105474"|saracanelas|"team"|"7184"||""|"@nadia_pinto Equipadas a rigor a apoiar a nossa Seleção. Next stop: Varsóvia. #Euro2012 #Portugal #QuartosFinal http://t.co/TsoAw6lk"|"@nadia_pinto Equipadas a rigor a apoiar a nossa Seleção. Next stop: Varsóvia. #Euro2012 #Portugal #QuartosFinal http://t.co/TsoAw6lk"
"214482841587826688"|arestivo|"team"|"7184"||""|"RT @abedsaifi: This is what @Cristiano Ronaldo does before the match, no not warm up, it's make up :P #Euro2012 #Portugal http://t.co/rA ..."|"RT @abedsaifi: This is what @Cristiano Ronaldo does before the match, no not warm up, it's make up :P #Euro2012 #Portugal http://t.co/rA ..."
"214482321800306688"|Soul2k3|"team"|"7184"||""|"#Portugal #Euro2012 #GOPortugal #Win #Fullofwin  http://t.co/0bvGbJdR"|"#Portugal #Euro2012 #GOPortugal #Win #Fullofwin  http://t.co/0bvGbJdR"
"214481877980028931"|eisist|"team"|"7184"||""|"#breaktimefun #euro2012 #portugal Portugal Vs Netherlands(Holland) 2-1 All Highlights And Goals http://t.co/kAqKGa0c"|"#breaktimefun #euro2012 #portugal Portugal Vs Netherlands(Holland) 2-1 All Highlights And Goals http://t.co/kAqKGa0c"
"214481837148479488"|TheFilipeSantos|"team"|"7184"||""|"Cristiano Ronaldo was the best in the field. two great goals. #cristianoronaldo #euro2012 #portugal  http://t.co/ksrRTuxA"|"Cristiano Ronaldo was the best in the field. two great goals. #cristianoronaldo #euro2012 #portugal  http://t.co/ksrRTuxA"
"214481240932368384"|eisist|"team"|"7184"||""|"#breaktimefun #euro2012 #portugal http://t.co/XcneEwPr"|"#breaktimefun #euro2012 #portugal http://t.co/XcneEwPr"
"214480205014777857"|egovision|"team"|"7184"||""|"Ronaldo?! E o Nani?! #euro2012 #portugal #fpf"|"Ronaldo?! E o Nani?! #euro2012 #portugal #fpf"
"214479883181637632"|pereirajoaof|"team"|"7184"||""|"@dalhenamona Então e o Postiga? #euro2012 #Portugal"|"@dalhenamona Então e o Postiga? #euro2012 #Portugal"
"214479816689336320"|inesleitaoh|"team"|"7184"||""|"LOOOOL #Euro2012 #Portugal http://t.co/e8KxrTHk"|"LOOOOL #Euro2012 #Portugal http://t.co/e8KxrTHk"
"214479135429500928"|TheAnaCorreia|"team"|"7184"||""|"pimbaaa #portugal , és o meu orgulho..vamos ganhar o #Euro2012  cristiano ronaldo sempreeeeeee  <3 http://t.co/VCkqUXrr"|"pimbaaa #portugal , és o meu orgulho..vamos ganhar o #Euro2012  cristiano ronaldo sempreeeeeee  <3 http://t.co/VCkqUXrr"
"214477659139342338"|SofsCostaLima|"team"|"7184"||""|"#Euro2012 : #Portugal 2 - 1 Holanda http://t.co/yTWa9OkR"|"#Euro2012 : #Portugal 2 - 1 Holanda http://t.co/yTWa9OkR"
"214477656685674496"|SofsCostaLima|"team"|"7184"||""|"#euro2012 #portugal http://t.co/Y7K4BOTv"|"#euro2012 #portugal http://t.co/Y7K4BOTv"
"214477153608273921"|dvd_f|"team"|"7184"||""|"Quinta feira. Quartos de final. República Checa. Mais sofrimento garantido! #euro2012 #Portugal"|"Quinta feira. Quartos de final. República Checa. Mais sofrimento garantido! #euro2012 #Portugal"
"214476782685003776"|inverosimil|"team"|"7184"||""|"Bento, jogadores e FPF continuam a mostrar a todos porque é que Portugal nunca ganhou nenhuma competição internacional #Euro2012 #Portugal"|"Bento, jogadores e FPF continuam a mostrar a todos porque é que Portugal nunca ganhou nenhuma competição internacional #Euro2012 #Portugal"
"214476716847017984"|tiagoxas|"team"|"7184"||""|"#portugal tem um treinador fantastico #euro2012"|"#portugal tem um treinador fantastico #euro2012"
"214476370259095552"|apostaganha|"team"|"7190"||""|"#Croácia vs #Espanha – Euro 2012 http://t.co/NnV2Ixir #apostas #euro2012 #prognósticosfutebol"|"#Croácia vs #Espanha – Euro 2012 http://t.co/NnV2Ixir #apostas #euro2012 #prognósticosfutebol"
"214476370259095552"|apostaganha|"team"|"7155"||""|"#Croácia vs #Espanha – Euro 2012 http://t.co/NnV2Ixir #apostas #euro2012 #prognósticosfutebol"|"#Croácia vs #Espanha – Euro 2012 http://t.co/NnV2Ixir #apostas #euro2012 #prognósticosfutebol"
"214475877621313537"|PortugueseCitz|"team"|"7184"||""|"Tão orgulhosa do meu #Portugal! Dedicação, união e humildade, sempre! (: #Euro2012"|"Tão orgulhosa do meu #Portugal! Dedicação, união e humildade, sempre! (: #Euro2012"
"214475835158167552"|fmcurado|"team"|"7184"||""|"Alguém sabe dizer-me a que horas é o jogo de #Portugal na quinta? #uefa2012 #Euro2012"|"Alguém sabe dizer-me a que horas é o jogo de #Portugal na quinta? #uefa2012 #Euro2012"
"214475666261938176"|fbatista72|"team"|"7184"||""|"Os portugueses em festa e os jogadores não falam e o PB atira para todo o lado. Não percebo. #Portugal #Euro2012 #fb"|"Os portugueses em festa e os jogadores não falam e o PB atira para todo o lado. Não percebo. #Portugal #Euro2012 #fb"
"214475153327923201"|joaon|"player"|"198"||""|"Muito bem resumido por uma amiga no Facebook: "Ainda bem que era o aniversário do puto". :) #Ronaldo #Euro2012"|"Muito bem resumido por uma amiga no Facebook: "Ainda bem que era o aniversário do puto". :) #Ronaldo #Euro2012"
"214474306309201920"|eCalandula|"player"|"198"||""|"Neste momento para muitos, #CR7 é o melhor jogador do mundo kkk, epah será que esqueceram o mestre #Messi? amnésia temporária >> #euro2012"|"Neste momento para muitos, #CR7 é o melhor jogador do mundo kkk, epah será que esqueceram o mestre #Messi? amnésia temporária >> #euro2012"
"214474211937366017"|kesland|"player"|"198"||""|"@weloveallthat He already has a son. Scored 2 for the kids birthday. £Messi #Ronaldo  #Euro2012"|"@weloveallthat He already has a son. Scored 2 for the kids birthday. £Messi #Ronaldo  #Euro2012"
"214473874597883904"|mparaujo|"team"|"7184"||""|"Por mim não... estão é ligeiramente desculpados RT @pereirajoaof: Como é que é? Cristiano e Nani estão perdoados?! #euro2012 #portugal"|"Por mim não... estão é ligeiramente desculpados RT @pereirajoaof: Como é que é? Cristiano e Nani estão perdoados?! #euro2012 #portugal"
"214473799704379392"|JoaoMariaLouro|"team"|"7184"||""|"RT @TomasSM_FatTom: Booooora ! Portugal #Portugal #EURO2012 http://t.co/1XAsIzBh"|"RT @TomasSM_FatTom: Booooora ! Portugal #Portugal #EURO2012 http://t.co/1XAsIzBh"
"214473727725936640"|pereirajoaof|"team"|"7184"||""|"Como é que é? Cristiano e Nani estão perdoados?! #euro2012 #portugal"|"Como é que é? Cristiano e Nani estão perdoados?! #euro2012 #portugal"
"214473635933585409"|filipatavarespt|"team"|"7184"||""|"e antes de falarem mal de um jogador, lavem essa boca com petróleo para desinfectar -.- #portugal #euro2012"|"e antes de falarem mal de um jogador, lavem essa boca com petróleo para desinfectar -.- #portugal #euro2012"
"214473583374761984"|SSaintMaxent|"team"|"7180"||""|"por favor não se esqueçam do JOGÃO que fez o esqueleto. #holanda #euro2012"|"por favor não se esqueçam do JOGÃO que fez o esqueleto. #holanda #euro2012"
