ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
72337866528796672|71650592|"flouca"|"louçã"|0|"Targets: louçã,sócrates; sentiTokens:esquerda(0) ; score:0;"|"[TSF]: Louçã acusa Sócrates assegurar suplemento aos concessionários das SCUT: O líder do Bloco de Esquerda denu... http://bit.ly/lUDjS2"|"[tsf]: louçã acusa sócrates assegurar suplemento aos concessionários das scut: o líder_do_bloco de esquerda denu... http://bit.ly/ludjs2"
72337866700754945|245154246|"flouca"|"louçã"|0|"Targets: louçã,sócrates; sentiTokens:; score:0;"|"[ULTIMAS] Louçã acusa Sócrates assegurar suplemento aos concessionários das SCUT http://bit.ly/lCb3Ij"|"[ultimas] louçã acusa sócrates assegurar suplemento aos concessionários das scut http://bit.ly/lcb3ij"
72337866080010240|62124534|"flouca"|"louçã"|0|"Targets: louçã,sócrates; sentiTokens:esquerda(0) ; score:0;"|"[TSF] Louçã acusa Sócrates assegurar suplemento aos concessionários das SCUT: O líder do Bloco de Esquerda denun... http://bit.ly/lUDjS2"|"[tsf] louçã acusa sócrates assegurar suplemento aos concessionários das scut: o líder_do_bloco de esquerda denun... http://bit.ly/ludjs2"
72329842577780736|52053647|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:fiscais(0) esquerda(0) líder(0) ; score:0;"|"#rtp Louçã quer Governo de esquerda porque "do outro lado" só há "uma coligação de fiscais do FMI": O líder do B... http://bit.ly/k7VKD5"|"#rtp louçã quer governo de esquerda porque "do outro lado" só há "uma coligação de fiscais do fmi": o líder do b... http://bit.ly/k7vkd5"
72328138939568129|52053647|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:fiscais(0) esquerda(0) líder(0) ; score:0;"|"#antena1 Louçã quer Governo de esquerda porque "do outro lado" só há "uma coligação de fiscais do FMI": O líder ... http://bit.ly/lAcqfs"|"#antena1 louçã quer governo de esquerda porque "do outro lado" só há "uma coligação de fiscais do fmi": o líder ... http://bit.ly/lacqfs"
72325357394595840|67843736|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:fiscais(0) esquerda(0) ; score:0;"|"@noticiasrtp Louçã quer Governo de esquerda porque "do outro lado" só há "uma coligação de fiscais do FMI" http://bit.ly/jFtsrs"|"@noticiasrtp louçã quer governo de esquerda porque "do outro lado" só há "uma coligação de fiscais do fmi" http://bit.ly/jftsrs"
72323975857971200|21528029|"flouca"|"louçã"|0|"Targets: louçã,sócrates; sentiTokens:; score:0;"|"De facto, o maior roubo dos ultimos 20 anos. RT @ExpressoOnline: Louçã: Sócrates dá mais €10 mil milhões às SCUT http://ow.ly/1cO0HL"|"de facto, o maior roubo dos ultimos 20 anos. rt @expressoonline: louçã: sócrates dá mais €10 mil milhões às scut http://ow.ly/1co0hl"
72321953922433025|62124534|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:fiscais(0) esquerda(0) ; score:0;"|"[iRadar] Eleições: Louçã quer Governo de esquerda porque "do outro lado" só há "uma coligação de fiscais do FMI":  http://bit.ly/lohTP6"|"[iradar] eleições: louçã quer governo de esquerda porque "do outro lado" só há "uma coligação de fiscais do fmi":  http://bit.ly/lohtp6"
72321951670075392|48969211|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:fiscais(0) esquerda(0) ; score:0;"|"Radar - Eleições: Louçã quer Governo de esquerda porque "do outro lado" só há "uma coligação de fiscais do FMI":  http://bit.ly/iSMBpd #fb"|"radar - eleições: louçã quer governo de esquerda porque "do outro lado" só há "uma coligação de fiscais do fmi":  http://bit.ly/ismbpd #fb"
72320004242149376|62124534|"flouca"|"louçã"|0|"Targets: louçã,sócrates; sentiTokens:; score:0;"|"[Sol] Louçã acusa Sócrates de assegurar 10 mil ME aos concessionários das SCUT: O coordenador do Bloco de Esquer... http://bit.ly/kmo9Gj"|"[sol] louçã acusa sócrates de assegurar 10 mil me aos concessionários das scut: o coordenador do bloco de esquer... http://bit.ly/kmo9gj"
