ID|USER|TARGET|MENTION|POLARITY|INFO|MESSAGE|TAGGED
65119460599664640|19889294|"flouca"|"líder do be"|0|"Targets: líder do be; sentiTokens:; score:0;"|"BE propõe imposto único sobre património mobiliário para receita de 600 milhões de euros: O líder do BE defendeu... http://bit.ly/jFTUHo"|"be propõe imposto único sobre património mobiliário para receita de 600 milhões de euros: o líder_do_be defendeu... http://bit.ly/jftuho"
65116233095331840|162089811|"flouca"|"louçã"|-1|"Targets: louçã; sentiTokens:obrigado(-1) ; score:-1;"|"Alguém me faz o favor de avisar o doutor Louçã que já há um imposto para quem tem casa? Obrigado."|"alguém me faz o favor de avisar o doutor louçã que já há um imposto para quem tem casa? obrigado."
65105047742197762|19019970|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:participe(0) ; score:0;"|"Amanhã, é a vez de Louçã responder aos telespectadores da SIC Notícias. Participe no Minuto a Minuto http://fb.me/QQWD4fBZ"|"amanhã, é a vez de louçã responder aos telespectadores da sic notícias. participe no minuto a minuto http://fb.me/qqwd4fbz"
64996191649280000|140510284|"flouca"|"louçã"|0|"Targets: louçã; sentiTokens:; score:0;"|"Bora Obama, já só falta o Louçã"|"bora obama, já só falta o louçã"
64880881084538881|14209036|"flouca"|"francisco louçã"|1|"Targets: francisco louçã,sócrates; sentiTokens:alegre(1) ; score:1;"|"L’esprit du temps, segundo Francisco Louçã: Nas presidenciais, votar Alegre não era votar no Sócrates. Nas legis... http://bit.ly/mrVwFV"|"l’esprit du temps, segundo francisco_louçã: nas presidenciais, votar alegre não era votar no sócrates. nas legis... http://bit.ly/mrvwfv"
64773127397318656|17610324|"flouca"|"louçã"|1|"Targets: louçã,jerónimo de sousa; sentiTokens:justa(1) favorável(1) ; score:2;"|"RT @filipelib: Quem disse: “Sou favorável a uma mais justa repartição da riqueza criada”? F. Louçã, Jerónimo de Sousa ou Mário Soares? h ..."|"rt @filipelib: quem disse: “sou favorável a uma mais justa repartição da riqueza criada”? f. louçã, jerónimo_de_sousa ou mário_soares? h ..."
65127689345966080|208610451|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:; score:0;"|"RT @pf_75: No dia que acontecer o mesmo ao Sócrates Portugal vai festejar."|"rt @pf_75: no dia que acontecer o mesmo ao sócrates portugal vai festejar."
65127285967167488|29267341|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:público(0) alto(0) ; score:0;"|"@Leinad é como se quando o FMI sair de cá vier a público que o Sócrates espetou alto selo num deles"|"@leinad é como se quando o fmi sair de cá vier a público que o sócrates espetou alto selo num deles"
65127036905209856|271558274|"jsocrates"|"socrates"|-1|"Targets: socrates; sentiTokens:chumbo(-1) basta(0) ; score:-1;"|"* Socrates RT @pf_75: Senhores dos USA não metam Portugal na mesma bitola. Porque nós não queremos chumbo, para isso já basta o #FMI"|"* socrates rt @pf_75: senhores dos usa não metam portugal na mesma bitola. porque nós não queremos chumbo, para isso já basta o #fmi"
65121639788052480|66705846|"jsocrates"|"sócrates"|0|"Targets: sócrates; sentiTokens:; score:0;"|"Este é o Estado Social de Sócrates! RT@Renascenca Renascença: 645 mil crianças ficaram sem abono de família http://dlvr.it/QLB4b"|"este é o estado social de sócrates! rt@renascenca renascença: 645 mil crianças ficaram sem abono de família http://dlvr.it/qlb4b"
